filename,cluster_label,shannon_index
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_65.wav,0,5.2724867
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_260.wav,0,5.374629
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_347.wav,0,5.1146593
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_66.wav,0,5.304975
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_265.wav,0,5.3768797
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_269.wav,0,5.428022
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_47.wav,0,5.1740303
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_353.wav,0,5.128351
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_79.wav,0,5.241459
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_273.wav,0,5.4173393
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_352.wav,0,5.1806564
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_68.wav,0,5.281699
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_272.wav,0,5.4298873
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_4842.wav,0,5.7903137
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_256.wav,0,5.36
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_39.wav,0,5.385791
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_73.wav,0,5.253849
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_37.wav,0,5.4637794
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_255.wav,0,5.341098
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_355.wav,0,5.141898
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_76.wav,0,5.224542
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_35.wav,0,5.525152
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_69.wav,0,5.283656
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_253.wav,0,5.392199
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_75.wav,0,5.1958523
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_36.wav,0,5.496386
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_262.wav,0,5.362176
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_50.wav,0,5.387353
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_243.wav,0,5.356148
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_258.wav,0,5.4032145
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_351.wav,0,5.1455345
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_270.wav,0,5.394051
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_241.wav,0,5.334154
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_252.wav,0,5.393097
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_74.wav,0,5.25585
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_349.wav,0,5.2006745
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_8378.wav,0,3.3854213
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_343.wav,0,5.2011313
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_350.wav,0,5.1665716
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_275.wav,0,5.4496317
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_5408.wav,0,5.7677717
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_330.wav,0,5.5671287
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_242.wav,0,5.34013
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_7907.wav,0,5.0918093
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_239.wav,0,5.3679085
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_274.wav,0,5.460889
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_261.wav,0,5.379316
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_124.wav,0,5.476101
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_344.wav,0,5.220065
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_334.wav,0,5.5704575
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_280.wav,0,5.547347
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_227.wav,0,5.3494124
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_335.wav,0,5.518511
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_77.wav,0,5.227638
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_271.wav,0,5.4278502
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_123.wav,0,5.532311
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_128.wav,0,5.3966284
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_341.wav,0,5.2498302
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_6165.wav,1,3.1597745
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181002_000000_segment_869.wav,1,3.664311
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_5053.wav,1,3.9809277
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181004_000000_segment_5955.wav,1,2.890046
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_2001.wav,1,3.9082255
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_2128.wav,1,3.7402616
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181004_000000_segment_6179.wav,1,3.561625
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181004_000000_segment_6257.wav,1,3.3572865
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_4107.wav,1,5.078326
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181004_000000_segment_5920.wav,1,2.8225288
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_5049.wav,1,4.138011
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_6163.wav,1,3.1570904
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_6015.wav,1,3.7090511
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181004_000000_segment_5877.wav,1,3.3644724
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_5043.wav,1,4.1486955
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181003_000000_segment_1988.wav,1,3.8040185
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181004_000000_segment_5919.wav,1,2.5776432
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_5044.wav,1,3.8988318
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_2016.wav,1,3.6582253
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180929_000000_segment_5831.wav,1,3.4717698
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_1042.wav,1,3.6863465
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181002_000000_segment_870.wav,1,3.555713
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_4106.wav,1,3.9987373
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_1389.wav,1,3.7014174
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_5045.wav,1,4.298516
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181002_000000_segment_6289.wav,1,3.5152912
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181001_000000_segment_5997.wav,1,3.8168004
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181005_000000_segment_1346.wav,1,3.5905313
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_1039.wav,1,3.7720802
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181002_000000_segment_6291.wav,1,3.620913
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181004_000000_segment_6256.wav,1,3.3605423
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181002_000000_segment_872.wav,1,3.5951104
